north,west,south,east
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.10125
0.0,0.0,0.0,0.09618750000000001
0.04328437500000001,0.0,0.0,0.09618750000000001
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.25059375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.403734375
0.04328437500000001,0.0,0.0,0.5309296875
0.04328437500000001,0.0,0.0,0.5309296875
0.04328437500000001,0.0,0.23891835937500003,0.5309296875
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.59452734375
0.04328437500000001,0.0,0.23891835937500003,0.5648009765625001
0.04328437500000001,0.0,0.23891835937500003,0.536560927734375
0.04328437500000001,0.0,0.23891835937500003,0.6289835888671875
0.04328437500000001,0.0,0.23891835937500003,0.6289835888671875
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.6751949194335938
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.717284959716797
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.23891835937500003,0.7494041986083986
0.04328437500000001,0.0,0.4566910690612794,0.7494041986083986
0.04328437500000001,0.0,0.4566910690612794,0.7119339886779786
0.04328437500000001,0.0,0.4566910690612794,0.7530568380889893
0.04328437500000001,0.0,0.4566910690612794,0.7530568380889893
0.04328437500000001,0.0,0.4566910690612794,0.7154039961845398
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.04328437500000001,0.0,0.4566910690612794,0.7547918418422699
0.3612985163290215,0.0,0.4566910690612794,0.7547918418422699
0.3612985163290215,0.0,0.5680018633596612,0.7547918418422699
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.0,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7348040703351975
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7484083559683801
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.2930730605053799,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7671084614314556
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.5680018633596612,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.7824569339627981
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6361065519630897,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.793155099366653
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.8000285062568129
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7628354011951178
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6749730706965387,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7653251847261295
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6990134909501543
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6942227427821008
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.6942227427821008
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.691827368698074
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7121530105936771
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7416957821810604
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7661573364135921
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7278494695929125
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7640793608984626
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7640793608984626
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7821943065512378
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7936744180468598
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.8006258172691693
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.8006258172691693
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7605945264057108
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.3612985163290215,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7840858714485948
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6818828684750277,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6993381867372658,0.7964372277772265
0.4922700787367913,0.4514859283582501,0.6993381867372658,0.7566153663883652
0.4922700787367913,0.4514859283582501,0.6901460082433972,0.7566153663883652
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7566153663883652
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7566153663883652
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7830048231856769
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7438545820263931
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7767758579914585
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.7932364959739913
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.8015425307217554
0.4922700787367913,0.5364507074498917,0.6901460082433972,0.8015425307217554
0.4922700787367913,0.5364507074498917,0.7057671429464886,0.8015425307217554
0.4922700787367913,0.5364507074498917,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8015425307217554
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8056955480956374
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.5857149793712175,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8078099150380129
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8088860278255108
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8094335489717112
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7135777102980343,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7211592740347006,0.8097120419681852
0.4922700787367913,0.6124537843391109,0.7249500559030337,0.8097120419681852
